spot_id,payment_id,payment_app,name,address,street_side,neighborhood,municipality,type,ownership,lat,lon,pricing_summary,space_count,capacity,permit_zone,snow_emergency_tow,accessible,accessible_spaces,accessible_type,ev_charging,ev_charger_count,ev_network,source,source_date,last_updated,data_completeness
cambridge_meter_MASS-2512,2541,PayByPhone,MASS-2512,,unknown,North Cambridge,Cambridge,on_street_meter,public,42.399359870406386,-71.13280706717606,Mon-Sat 08:00-18:00 $1.00/hr (1 Hour max),1,,,False,False,0,,False,,,cambridge_gis,2026-06-14,2026-06-14,partial
cambridge_meter_MASS-2504,2541,PayByPhone,MASS-2504,,unknown,North Cambridge,Cambridge,on_street_meter,public,42.399087398102154,-71.13242203612174,Mon-Sat 08:00-18:00 $1.00/hr (1 Hour max),1,,,False,False,0,,False,,,cambridge_gis,2026-06-14,2026-06-14,partial
cambridge_meter_MASS-2386,2544,PayByPhone,MASS-2386,,unknown,North Cambridge,Cambridge,on_street_meter,public,42.39682371583815,-71.12967820310772,Mon-Sat 08:00-18:00 $1.00/hr (2 Hours max),1,,,False,False,0,,False,,,cambridge_gis,2026-06-14,2026-06-14,partial
cambridge_meter_UPLD-0002,2523,PayByPhone,UPLD-0002,,unknown,Porter Square,Cambridge,on_street_meter,public,42.38807751587281,-71.11996958822344,Mon-Sat 08:00-20:00 $1.25/hr (2 Hours max),1,,,False,False,0,,False,,,cambridge_gis,2026-06-14,2026-06-14,partial
cambridge_meter_MASS-2510,2541,PayByPhone,MASS-2510,,unknown,North Cambridge,Cambridge,on_street_meter,public,42.399322435138835,-71.1327531545561,Mon-Sat 08:00-18:00 $1.00/hr (1 Hour max),1,,,False,False,0,,False,,,cambridge_gis,2026-06-14,2026-06-14,partial
cambridge_meter_MASS-2402,2542,PayByPhone,MASS-2402,,unknown,North Cambridge,Cambridge,on_street_meter,public,42.39716926369739,-71.1300744326538,Mon-Sat 08:00-18:00 $1.00/hr (2 Hours max),1,,,False,False,0,,False,,,cambridge_gis,2026-06-14,2026-06-14,partial
cambridge_meter_MASS-2390,2544,PayByPhone,MASS-2390,,unknown,North Cambridge,Cambridge,on_street_meter,public,42.39689943146605,-71.12976483858071,Mon-Sat 08:00-18:00 $1.00/hr (2 Hours max),1,,,False,False,0,,False,,,cambridge_gis,2026-06-14,2026-06-14,partial
cambridge_meter_LOT12-4014,2537,PayByPhone,LOT12-4014,,unknown,East Cambridge,Cambridge,on_street_meter,public,42.372479067501864,-71.08880082919916,Mon-Sat 08:00-18:00 $0.50/hr (4 Hours max),1,,,False,False,0,,False,,,cambridge_gis,2026-06-14,2026-06-14,partial
cambridge_meter_FUL-0109,2492,PayByPhone,FUL-0109,,unknown,Kendall Square,Cambridge,on_street_meter,public,42.367718633888124,-71.08796091256896,Mon-Sat 08:00-18:00 $1.00/hr,1,,,False,False,0,,False,,,cambridge_gis,2026-06-14,2026-06-14,partial
cambridge_meter_FUL-0105,2492,PayByPhone,FUL-0105,,unknown,Kendall Square,Cambridge,on_street_meter,public,42.36782932586448,-71.0879366938149,Mon-Sat 08:00-18:00 $1.00/hr,1,,,False,False,0,,False,,,cambridge_gis,2026-06-14,2026-06-14,partial
cambridge_meter_FUL-0101,2492,PayByPhone,FUL-0101,,unknown,Kendall Square,Cambridge,on_street_meter,public,42.36793693260151,-71.08791241967954,Mon-Sat 08:00-18:00 $1.00/hr,1,,,False,False,0,,False,,,cambridge_gis,2026-06-14,2026-06-14,partial
cambridge_meter_MAIN-0312,2470,PayByPhone,MAIN-0312,,unknown,Kendall Square,Cambridge,on_street_meter,public,42.36239777823829,-71.08648612332009,Mon-Sat 08:00-18:00 $2.00/hr,1,,,False,True,1,,False,,,cambridge_gis,2026-06-14,2026-06-14,partial
